epoch,step,val/Dynamic/BACKGROUND,val/Dynamic/CAR,val/Dynamic/Mean,val/Dynamic/OTHER_VEHICLES,val/Dynamic/PEDESTRIAN,val/Dynamic/WHEELED_VRU,val/EPE_BS,val/EPE_FD,val/EPE_FS,val/IoU,val/Static/BACKGROUND,val/Static/CAR,val/Static/Mean,val/Static/OTHER_VEHICLES,val/Static/PEDESTRIAN,val/Static/WHEELED_VRU,val/Three-way
0,0,nan,0.10961134731769562,0.16363711655139923,0.16025127470493317,0.20650742948055267,0.17817838490009308,0.0038264370523393154,0.06738452613353729,0.013310757465660572,0.7357496619224548,0.0036224485374987125,0.011368784122169018,0.010856335051357746,0.0157767441123724,0.012879161164164543,0.010634539648890495,0.028173908591270447
